price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement
385000.0,5,1.5,1750,9780,1.5,4,1750,0
876650.0,3,3.25,2170,12508,1.5,5,1650,520
450000.0,3,2.5,1639,2710,2.0,3,1479,160
418800.0,4,2.25,2100,9984,1.0,4,1290,810
330000.0,2,1.0,880,1753,2.0,4,880,0
550000.0,3,1.75,1940,8376,1.0,4,1290,650
270000.0,4,2.5,2490,11650,1.0,3,1390,1100
978500.0,3,2.25,2060,7080,2.0,3,1800,260
975000.0,4,2.5,2720,10455,2.0,3,2500,220
455000.0,3,2.25,2180,6850,1.0,3,1750,430
1415000.0,4,3.25,3600,38016,2.0,3,3310,290
220000.0,2,1.0,840,9000,1.0,5,840,0
490000.0,3,2.0,2370,12196,2.0,4,2370,0
420000.0,4,2.25,2270,9100,2.0,3,2270,0
408500.0,4,2.5,2720,7043,2.0,3,2720,0
716000.0,3,1.5,1140,4800,1.5,3,1140,0
965000.0,4,2.5,2460,5000,2.0,5,1620,840
357823.0,3,1.5,1240,9196,1.0,3,1240,0
7062500.0,5,4.5,10040,37325,2.0,3,7680,2360
425000.0,3,2.25,1670,9500,1.0,3,1170,500
711777.0,4,1.75,2220,6731,1.0,4,1110,1110
335000.0,3,1.0,980,9903,1.0,4,980,0
825000.0,4,1.5,1890,6938,1.5,3,1890,0
210000.0,2,1.0,1100,6000,1.5,4,1100,0
575000.0,2,1.75,2770,19700,2.0,3,1780,990
1208000.0,4,2.75,4250,10925,2.0,3,4250,0
431500.0,2,2.0,1370,4866,1.0,3,1370,0
475000.0,3,1.5,1480,13457,1.0,3,1480,0
1495000.0,4,3.75,3770,4000,2.5,5,2890,880
540000.0,6,3.0,2870,206474,2.0,3,2330,540
775000.0,3,2.5,3820,35016,2.0,4,3820,0
635000.0,3,2.5,1530,2978,1.0,3,1210,320
1300000.0,3,2.75,4120,16365,1.0,3,4120,0
405000.0,3,2.25,1590,7267,1.0,4,1100,490
210000.0,3,1.0,1520,8600,1.0,3,1040,480
880000.0,4,2.5,2350,4675,2.0,3,2150,200
239000.0,4,2.0,1370,8837,1.5,3,1370,0
515000.0,3,2.5,1540,6100,1.0,3,770,770
1379900.0,3,3.25,3786,38038,1.0,3,1934,1852
215000.0,4,2.25,1500,5393,2.0,3,1500,0
315000.0,6,2.0,1750,17685,1.0,4,1750,0
442500.0,3,1.5,1800,8303,1.0,3,1200,600
311000.0,2,1.75,1180,55321,1.0,3,1180,0
425000.0,2,1.0,830,6030,1.0,4,830,0
433500.0,3,1.75,1540,9450,1.0,4,1040,500
450000.0,3,2.25,1610,8296,2.0,3,1610,0
675000.0,3,2.25,1990,10260,2.0,4,1990,0
535000.0,3,2.5,2070,4132,2.0,3,2070,0
577000.0,3,1.75,1760,12874,1.0,4,1230,530
480000.0,3,1.75,1740,8528,1.0,4,1290,450
400000.0,3,1.5,1950,4473,1.0,4,1530,420
304000.0,3,1.0,1280,8184,1.5,4,1280,0
355000.0,3,1.75,1460,7203,1.0,3,1460,0
998000.0,4,3.25,3770,982998,2.0,3,3770,0
550000.0,4,1.75,2410,8447,2.0,4,2060,350
550000.0,4,1.75,2410,8447,2.0,4,2060,350
210000.0,3,1.75,1400,7300,2.0,3,1400,0
317000.0,3,2.5,2100,7587,2.0,3,2100,0
700000.0,4,3.5,5360,25800,1.0,3,3270,2090
265000.0,3,1.0,1000,9150,1.0,3,1000,0
700000.0,4,3.5,3150,6175,2.0,3,3150,0
1020000.0,5,3.5,4180,17841,2.0,3,3160,1020
1145000.0,4,2.25,2840,20242,1.0,3,2240,600
460000.0,4,2.5,2110,35091,1.0,4,1290,820
410000.0,2,1.5,1660,4000,1.0,3,1000,660
665000.0,4,3.0,2160,4400,1.0,5,1320,840
600000.0,4,2.5,2420,7744,2.0,3,2420,0
502000.0,4,1.75,1920,3844,1.0,3,1170,750
364950.0,4,2.5,2310,8030,2.0,3,2310,0
680000.0,3,2.25,2330,4000,1.5,5,1520,810
235500.0,5,2.5,2340,13713,1.0,2,1670,670
576000.0,4,2.5,2590,5756,2.0,3,2590,0
405000.0,2,3.0,1410,1240,2.0,3,1140,270
335000.0,3,2.75,2850,8039,1.0,4,1540,1310
122000.0,2,1.0,730,6728,1.0,3,730,0
432000.0,3,1.75,1470,6250,1.0,4,1070,400
375000.0,4,2.25,2330,11400,1.0,4,2330,0
276000.0,4,2.25,2460,11250,1.0,4,2460,0
450000.0,3,2.25,2080,111513,1.5,3,1680,400
210000.0,2,1.0,990,8140,1.0,1,990,0
279000.0,3,2.5,1450,4106,2.0,3,1450,0
635000.0,3,1.75,1340,3900,2.0,5,1340,0
350000.0,3,2.5,2730,7372,2.0,3,2730,0
218000.0,3,1.0,1140,7560,1.0,4,1140,0
750000.0,4,1.5,1950,6300,1.5,3,1650,300
310597.0,4,1.75,2000,25700,1.0,4,1150,850
355000.0,3,1.0,900,37800,1.0,4,700,200
735000.0,5,2.75,3390,5211,2.0,3,3390,0
155000.0,1,1.0,720,6000,1.0,3,720,0
354000.0,3,1.0,940,10368,1.0,3,940,0
415000.0,3,1.75,1770,10513,1.0,4,1400,370
202000.0,1,1.0,590,833,1.0,4,590,0
580000.0,3,2.5,1980,1873,2.0,3,1470,510
1495000.0,4,3.25,3070,10375,2.0,3,2180,890
790000.0,4,2.5,3500,7519,2.0,3,3500,0
499900.0,3,2.5,2100,5112,2.0,3,2100,0
525000.0,4,2.25,2620,98881,1.0,3,1820,800
810000.0,4,2.5,2810,10613,2.0,3,2810,0
425000.0,4,1.5,2290,8773,1.0,4,1330,960
241250.0,3,1.75,1350,7588,1.0,3,1350,0
318700.0,4,2.5,2770,19116,1.0,4,1600,1170
720000.0,4,1.75,2530,5000,1.5,5,2070,460
291000.0,3,1.0,1280,10500,1.5,4,1280,0
420000.0,3,1.75,1060,38644,1.0,3,1060,0
210000.0,2,1.75,1000,3554,1.0,4,1000,0
645000.0,3,3.25,3870,11000,2.0,3,2970,900
762000.0,5,2.0,3370,5000,1.5,4,2140,1230
247500.0,4,1.75,2290,7765,1.0,3,2290,0
282500.0,3,2.25,1670,7150,2.0,4,1670,0
395000.0,3,1.75,1460,22651,1.0,4,1460,0
295000.0,3,1.75,1770,8235,1.0,3,1030,740
235000.0,2,1.0,820,5100,1.0,4,820,0
770000.0,3,1.75,1900,6334,1.0,3,1450,450
559950.0,2,2.0,1870,4950,1.0,3,1870,0
639000.0,4,2.0,1840,5419,1.0,4,920,920
314950.0,3,1.0,1590,8470,1.0,4,1140,450
525000.0,3,1.0,1640,6180,1.0,4,1640,0
2400000.0,3,2.25,3000,11665,1.5,3,3000,0
820000.0,3,1.75,2160,6272,1.0,4,1390,770
1385000.0,3,3.0,2490,3600,2.0,4,1790,700
521450.0,3,2.0,1290,5700,1.0,5,1290,0
760750.0,3,2.5,3190,49137,2.0,3,3190,0
759600.0,4,1.0,1540,115434,1.5,4,1540,0
346150.0,3,2.0,2140,7200,1.0,4,1480,660
390000.0,2,1.0,980,3800,1.0,3,980,0
359950.0,5,2.25,2450,9432,2.0,3,2450,0
430000.0,3,2.0,1360,5120,1.5,4,910,450
960000.0,4,3.5,4610,11676,2.0,3,4610,0
800000.0,7,6.75,7480,41664,2.0,3,5080,2400
1010000.0,3,2.5,2860,5805,2.0,3,2860,0
290000.0,3,2.0,1810,11456,1.0,3,1810,0
1350000.0,4,2.0,2240,10296,1.0,5,2240,0
777000.0,3,3.25,3610,59677,2.0,3,2440,1170
526000.0,2,1.0,1450,4500,1.5,4,1450,0
550000.0,3,3.5,1450,1091,2.0,3,1200,250
276000.0,3,1.5,1820,8750,1.0,4,1200,620
2500000.0,5,3.25,5620,12672,2.0,4,4140,1480
325000.0,3,1.75,2080,6554,1.0,3,1040,1040
365000.0,3,2.5,1780,1754,3.0,3,1780,0
2150000.0,8,6.0,4340,9415,2.0,3,4340,0
825050.0,4,3.25,2860,3680,2.0,3,1980,880
690000.0,3,1.5,2540,9520,1.0,3,1500,1040
390000.0,4,1.0,1140,6250,1.5,3,1140,0
385000.0,3,2.0,1320,1297,3.0,3,1320,0
619000.0,3,2.5,2040,7503,2.0,3,2040,0
494000.0,4,2.25,1790,42000,1.0,3,1170,620
412450.0,3,2.0,1910,13505,1.0,3,1910,0
580000.0,3,1.75,1460,2800,2.0,3,1460,0
269900.0,3,1.5,1420,22100,1.0,5,1420,0
704300.0,4,1.5,1790,4080,1.5,5,1790,0
267000.0,3,2.0,1390,6005,2.0,3,1390,0
310000.0,4,1.75,1880,12150,1.0,3,1280,600
227064.0,3,1.5,1570,10824,2.0,3,1570,0
925000.0,3,2.5,2690,7000,2.0,5,1840,850
245000.0,3,1.75,1670,11452,1.0,3,1670,0
339888.0,3,1.0,1040,7490,1.0,3,1040,0
439000.0,4,2.0,1560,7500,1.0,4,1560,0
400000.0,2,1.0,1470,6120,1.0,2,1470,0
560000.0,3,2.25,2070,15002,1.5,3,2070,0
703011.0,2,1.0,1370,5922,1.0,3,1130,240
363000.0,2,1.0,1120,4800,1.0,3,770,350
650000.0,4,2.75,2640,6240,2.0,3,2640,0
299950.0,3,1.0,1030,9916,1.0,4,1030,0
228950.0,3,1.0,1120,6625,1.0,3,1120,0
465000.0,4,1.75,1730,11700,1.0,3,880,850
725000.0,3,2.5,2090,9847,2.0,3,2090,0
212500.0,3,1.0,920,14400,1.0,4,920,0
526000.0,4,2.25,2970,54450,2.0,3,2970,0
383000.0,3,2.5,1720,10031,2.0,3,1720,0
244000.0,3,1.75,1460,4692,1.0,3,1460,0
565000.0,3,1.5,1540,3570,1.5,5,1490,50
373000.0,8,3.0,2850,12714,1.0,3,2850,0
300000.0,3,2.0,1310,9855,1.0,3,1310,0
405000.0,5,2.5,2430,4781,2.0,3,2430,0
979000.0,3,1.5,1700,14133,1.0,4,1700,0
324888.0,4,1.75,2160,28750,2.0,4,2160,0
445000.0,3,1.5,860,3200,1.0,3,860,0
761000.0,3,3.5,2050,2020,2.0,3,1520,530
435000.0,4,2.0,1650,4745,1.0,3,1130,520
252000.0,3,2.25,1570,8410,1.0,3,1180,390
350000.0,3,1.75,1660,10150,1.5,3,1660,0
875000.0,3,1.0,1220,8119,1.0,4,1220,0
940000.0,3,1.0,1220,8119,1.0,4,1220,0
280000.0,3,2.0,1780,11342,1.0,3,1780,0
450000.0,3,2.5,2180,4226,2.0,3,2180,0
905000.0,3,2.5,3520,237402,2.5,3,3520,0
382450.0,3,2.5,2220,20531,2.0,3,2220,0
246700.0,3,2.0,1610,13309,1.0,4,1610,0
220000.0,3,1.5,1070,9331,1.0,3,1070,0
555750.0,3,1.0,1060,4880,1.0,2,910,150
262500.0,3,1.5,1160,8906,1.0,3,1160,0
515000.0,2,1.0,910,4725,1.0,3,910,0
499500.0,3,2.5,2970,21907,2.0,3,2970,0
135000.0,1,1.0,790,13062,1.0,3,790,0
462500.0,2,2.0,1540,7290,2.0,3,1540,0
937500.0,4,2.5,3130,21100,1.0,3,2530,600
458000.0,3,1.5,1470,9570,1.0,3,1280,190
845000.0,4,2.75,3160,7143,1.5,3,2100,1060
660000.0,3,2.25,2675,40910,2.0,3,2675,0
265000.0,3,2.0,1340,6783,1.0,4,1340,0
599999.0,9,4.5,3830,6988,2.5,3,2450,1380
280000.0,3,2.5,1800,8697,2.0,3,1800,0
1055000.0,3,3.25,2990,189852,2.0,4,2990,0
875000.0,4,3.0,3720,14125,1.0,4,1930,1790
125000.0,3,1.0,920,7276,1.0,4,920,0
634800.0,4,3.0,3280,4904,2.0,3,3280,0
269950.0,4,1.0,1440,9600,1.0,2,1440,0
359950.0,3,2.25,1940,11612,1.0,4,1100,840
417000.0,3,1.75,1590,11454,1.0,4,1590,0
389000.0,2,2.0,1340,4122,1.0,3,1340,0
1038000.0,4,2.5,3770,10893,2.0,3,3770,0
698000.0,6,2.5,2680,11250,1.0,5,1340,1340
685000.0,4,2.5,2820,10125,2.0,3,2820,0
198500.0,3,1.75,1520,7137,1.0,3,1520,0
350000.0,4,2.5,2560,5428,2.0,3,2560,0
649950.0,3,2.5,3310,387684,1.0,3,2160,1150
441000.0,3,1.5,1540,7200,1.0,3,1540,0
462600.0,3,1.75,1430,11761,1.0,4,1430,0
365070.0,4,2.5,2506,6232,2.0,3,2506,0
550000.0,4,2.0,2250,7500,1.0,5,1200,1050
470000.0,5,1.75,2740,9600,1.0,4,1370,1370
340000.0,3,1.75,1540,10400,1.0,3,1540,0
910000.0,4,2.75,4190,38912,1.0,4,2040,2150
405000.0,4,1.75,1690,8392,1.0,3,1190,500
661000.0,4,2.25,1990,4600,1.5,4,1420,570
635000.0,4,2.5,2410,7069,2.0,3,2410,0
282000.0,2,1.0,1150,6098,1.0,3,950,200
235000.0,4,1.75,1720,10137,2.0,3,1720,0
277500.0,3,2.0,1260,22100,2.0,4,1260,0
346500.0,5,2.5,2020,8250,1.0,4,1430,590
480000.0,5,2.25,2240,5500,1.0,3,1490,750
360000.0,4,2.25,1930,6508,2.0,3,1930,0
245000.0,3,2.5,1820,6785,1.0,3,1420,400
625000.0,3,3.5,1560,1490,2.0,3,1240,320
750500.0,5,3.0,2170,2440,1.5,4,1450,720
525000.0,3,1.75,1600,9579,1.0,3,1180,420
740000.0,4,3.5,3760,57063,2.0,3,2950,810
523000.0,3,1.5,1240,7735,1.0,4,1240,0
292000.0,3,1.75,1090,4500,1.5,5,1090,0
625000.0,4,2.5,2740,9599,1.0,3,1820,920
700000.0,3,2.5,3110,11727,2.0,3,3110,0
399950.0,3,2.5,1610,1320,2.0,3,1280,330
545000.0,4,3.5,1880,1341,3.0,3,1650,230
339999.0,4,2.0,1740,6369,1.0,5,870,870
1210000.0,4,2.25,3270,6000,2.0,5,2180,1090
545000.0,3,2.5,1990,5149,2.0,3,1990,0
260000.0,4,1.75,1960,8400,1.0,4,1960,0
526000.0,3,1.75,1680,3420,1.0,3,960,720
701000.0,4,3.0,2910,8540,2.0,3,2910,0
290000.0,3,2.25,1500,7482,1.0,4,1210,290
330600.0,1,1.0,580,1799,1.0,3,580,0
550500.0,3,1.75,2540,8280,1.0,3,1270,1270
430000.0,2,1.0,950,6426,1.0,3,950,0
4000000.0,4,5.5,7080,16573,2.0,3,5760,1320
260600.0,2,1.0,810,4560,1.0,3,810,0
825000.0,5,3.0,4080,7500,2.0,4,2720,1360
378950.0,4,2.0,1820,8400,1.0,5,1300,520
435000.0,4,2.5,2650,9065,2.0,3,2650,0
631000.0,3,2.25,1670,1396,2.0,3,1250,420
415000.0,3,2.5,2480,8342,2.0,3,2480,0
222000.0,3,1.75,1240,7560,1.0,3,1070,170
245000.0,3,2.0,1390,8250,1.0,3,1390,0
720000.0,3,2.5,2880,10126,2.0,4,2880,0
215000.0,3,1.0,1060,9954,1.0,4,1060,0
579100.0,2,1.0,1070,2754,1.0,3,830,240
522500.0,4,1.75,1640,9299,1.5,4,870,770
489000.0,3,2.0,1510,3000,1.0,4,910,600
240000.0,3,1.0,1230,2353,1.5,4,1230,0
420250.0,3,2.0,1510,3657,1.0,3,1510,0
523000.0,4,2.5,3180,20870,2.0,3,2120,1060
628000.0,4,2.0,2260,6000,1.0,3,1430,830
320000.0,4,2.5,1920,7277,2.0,4,1920,0
359950.0,3,2.5,1980,7800,2.0,3,1980,0
232000.0,2,1.0,1200,8063,1.0,4,1200,0
810000.0,4,2.25,2020,5600,1.0,4,1210,810
245000.0,4,1.5,2010,7561,1.5,4,1890,120
273000.0,3,2.25,1930,8192,1.0,3,1470,460
1191000.0,5,2.5,2710,14989,1.0,3,1720,990
438000.0,5,1.0,1950,6250,1.5,4,1450,500
400000.0,3,1.75,2110,19600,1.0,4,2110,0
340000.0,3,1.0,1250,4800,1.0,4,1250,0
552000.0,2,2.5,1380,951,3.0,3,1380,0
790000.0,3,1.75,2050,4080,2.0,3,2050,0
360000.0,3,1.5,1800,22000,2.0,3,1800,0
235000.0,3,1.0,1310,15022,1.0,3,1310,0
775000.0,2,1.0,1010,3600,1.0,3,1010,0
489200.0,3,2.75,1850,9600,1.5,5,1850,0
341000.0,3,2.25,1750,8900,2.0,4,1750,0
335000.0,4,2.5,2154,6050,2.0,3,2154,0
393500.0,3,1.75,1230,1441,2.0,3,1010,220
360000.0,3,2.0,1960,8846,1.0,4,980,980
400800.0,4,1.0,1070,5750,1.0,3,870,200
585000.0,3,1.0,1450,5378,1.0,3,1190,260
1600000.0,4,2.75,3680,5000,2.0,3,2480,1200
2880500.0,4,2.5,5760,32033,2.0,4,4390,1370
300000.0,3,1.0,1220,13000,1.0,4,1220,0
1045000.0,4,2.75,2950,4560,2.0,5,1810,1140
360000.0,3,1.5,1340,1110,2.0,3,1040,300
665900.0,4,2.25,2870,5453,2.0,4,2220,650
470000.0,4,1.0,2590,18224,1.5,4,2000,590
581000.0,4,1.75,2090,8164,1.0,4,1070,1020
527000.0,6,3.5,3000,8401,1.0,3,1500,1500
423000.0,4,1.75,1730,7245,1.0,4,880,850
875000.0,4,3.5,2850,4416,1.5,3,2040,810
410000.0,3,1.0,1020,6903,1.0,3,1020,0
606000.0,3,2.5,2200,6005,2.0,3,2200,0
654000.0,3,2.5,3240,60840,2.0,3,3240,0
150000.0,3,0.75,490,38500,1.5,4,490,0
373000.0,3,2.5,2990,6771,1.0,3,1550,1440
550000.0,5,2.0,2450,9488,1.0,4,1240,1210
512500.0,3,2.5,1900,7604,2.0,3,1900,0
360000.0,4,2.5,2640,7388,2.0,3,2640,0
369000.0,3,2.0,1340,1480,3.0,3,1340,0
825000.0,4,2.5,3220,5262,2.0,3,3220,0
255000.0,3,2.0,930,11475,1.0,3,930,0
1285000.0,4,2.5,3240,10800,1.0,3,2260,980
270000.0,5,2.5,2630,8470,1.5,4,2630,0
480680.0,3,2.5,1730,4924,2.0,3,1730,0
525000.0,4,1.75,2120,7725,1.0,3,1220,900
291500.0,3,1.0,880,9238,1.5,5,880,0
305000.0,4,2.0,1800,13551,1.0,4,1800,0
285000.0,3,1.75,1600,7500,1.0,3,1600,0
1875000.0,3,2.5,3280,29111,2.0,3,3280,0
329500.0,5,1.75,3290,8000,1.0,3,1790,1500
1570000.0,4,2.25,2890,18226,3.0,3,2890,0
379260.0,3,2.5,1730,7202,1.0,3,1330,400
356000.0,3,2.5,1590,3411,2.0,3,1590,0
571900.0,4,1.75,1710,8947,1.0,4,1710,0
271500.0,3,1.75,1995,18360,2.0,3,1995,0
390000.0,3,1.75,1300,10030,1.0,4,1300,0
550000.0,3,2.5,2720,62310,1.0,3,2040,680
755000.0,2,2.5,1360,2070,2.0,3,1360,0
509500.0,2,2.5,1590,1485,2.0,3,1300,290
486700.0,2,1.0,1200,6278,1.0,3,1080,120
527500.0,2,1.0,1170,3000,1.5,3,1170,0
475000.0,5,2.5,2010,3600,1.5,3,1510,500
268000.0,3,2.75,1880,1793,2.0,3,1810,70
562000.0,3,2.0,3250,50529,2.0,4,3250,0
780000.0,4,2.5,2270,13449,1.0,4,1310,960
700000.0,9,3.0,3680,4400,2.0,3,2830,850
710000.0,3,2.0,1880,3000,1.0,4,1040,840
445000.0,3,1.0,1050,5664,1.0,4,910,140
729000.0,3,3.25,2250,60548,1.0,3,2250,0
384400.0,3,3.25,1689,1388,3.0,3,1689,0
815000.0,6,3.0,2860,17853,1.0,3,1430,1430
865000.0,4,2.5,2710,4069,3.0,4,2710,0
514000.0,3,2.0,1770,7200,1.0,4,1770,0
615000.0,4,2.75,2820,13193,1.0,3,1860,960
865000.0,4,3.25,3400,99170,1.0,4,2000,1400
755000.0,4,2.5,3110,6930,2.0,3,3110,0
425000.0,4,1.0,1480,8321,1.0,3,1080,400
375000.0,2,1.0,940,9839,1.0,3,940,0
750000.0,4,2.5,2680,4548,2.0,3,2680,0
722000.0,4,2.75,3190,5408,2.0,3,3190,0
1011000.0,3,2.5,1920,4480,2.0,3,1920,0
725000.0,3,2.5,2610,7510,2.0,3,2610,0
170000.0,3,0.75,1040,42180,1.0,2,1040,0
845000.0,4,3.25,2880,35315,1.0,3,2270,610
271900.0,3,2.0,1450,8771,2.0,4,1450,0
1300000.0,6,4.5,3902,3880,3.0,4,2782,1120
261500.0,4,2.5,2460,7800,1.0,3,1500,960
619500.0,3,2.5,2170,5000,2.0,3,2170,0
435000.0,5,2.25,1970,15247,1.0,3,1450,520
210000.0,3,1.0,1000,5454,1.0,3,1000,0
489950.0,3,2.0,1580,4010,1.0,4,790,790
260000.0,4,1.5,2130,8800,1.0,3,1100,1030
300000.0,4,1.0,1370,8499,1.0,3,1370,0
530000.0,4,2.0,2150,14161,1.0,3,1330,820
235000.0,3,1.75,1370,14030,1.0,4,1370,0
593500.0,3,1.0,1370,4000,2.0,4,1370,0
562000.0,3,3.0,3290,80471,2.0,4,2330,960
585000.0,3,2.0,3190,207346,2.0,3,3190,0
2400000.0,4,3.25,4140,20734,1.0,3,3300,840
199500.0,3,1.75,1690,8901,1.0,3,1690,0
544500.0,5,1.0,1690,3240,1.5,3,1690,0
394900.0,3,1.0,1430,13370,1.0,3,1430,0
912000.0,4,3.75,1980,4095,2.0,3,1980,0
260000.0,3,2.5,1490,8102,2.0,4,1490,0
858000.0,5,3.0,3620,12778,1.0,5,1900,1720
1275000.0,4,2.5,2720,16454,1.0,5,1870,850
242150.0,4,1.75,1490,8544,1.0,4,1490,0
220000.0,3,1.75,1230,7200,1.0,3,1230,0
235000.0,3,2.0,1900,7980,1.0,4,1340,560
370000.0,3,1.75,1530,10300,1.0,4,1530,0
450000.0,3,1.75,2290,44866,1.0,3,1390,900
534950.0,5,1.5,2240,6337,1.0,3,1280,960
730000.0,4,2.5,3470,14271,2.0,3,3470,0
465000.0,4,2.5,3050,32450,1.0,4,1550,1500
178000.0,3,1.0,1100,5734,1.0,4,1100,0
215000.0,3,1.0,1610,7140,1.0,3,1080,530
300000.0,3,2.75,1910,15508,1.0,3,1210,700
430000.0,3,2.0,1510,7066,1.0,3,1230,280
183000.0,3,1.5,1280,4366,2.0,4,1280,0
585000.0,3,2.5,1910,1501,2.5,3,1530,380
192950.0,3,1.0,1170,3330,2.0,4,1170,0
599000.0,2,1.0,1550,7713,1.0,3,1550,0
326500.0,3,1.0,1060,7920,1.0,4,1060,0
358803.0,2,1.0,1040,5765,1.0,3,1040,0
537000.0,3,2.5,1550,12920,2.0,5,1550,0
1155000.0,3,2.5,2490,24691,1.0,4,1580,910
156000.0,2,1.0,920,5889,1.0,4,920,0
219000.0,3,1.0,1250,8276,1.5,5,1250,0
1190000.0,3,1.5,2540,2700,2.0,4,1630,910
248000.0,5,1.75,2190,16788,1.0,3,1380,810
340000.0,3,1.75,1340,196020,1.0,4,1340,0
899100.0,5,2.5,2410,15300,1.0,4,1400,1010
346950.0,3,1.75,1830,10954,1.0,3,1830,0
330000.0,3,1.0,1850,5775,2.0,3,1740,110
325000.0,3,1.0,1410,8250,1.0,3,1410,0
315000.0,3,1.75,1460,7884,1.0,3,1460,0
649950.0,3,2.5,1500,1375,2.0,3,1200,300
316000.0,3,1.0,1130,7200,1.5,4,1130,0
386000.0,2,2.5,1620,3196,2.0,3,1620,0
535000.0,2,1.75,2330,7280,1.0,3,1450,880
600000.0,3,3.0,1520,1800,3.0,3,1520,0
339000.0,4,2.5,2840,8746,2.0,3,2840,0
167000.0,3,2.0,1520,7456,1.0,3,1520,0
430000.0,3,1.0,1740,4800,1.0,3,1740,0
688000.0,4,4.0,4000,9309,2.0,3,4000,0
834500.0,3,2.25,2780,6000,1.0,4,1670,1110
1075000.0,4,4.25,3500,8750,1.0,5,2140,1360
250000.0,3,1.0,1060,52272,1.0,3,1060,0
402500.0,3,1.0,1290,4000,1.5,3,1290,0
432500.0,3,2.5,2390,6435,1.0,3,1600,790
485000.0,5,1.75,2460,14100,1.0,3,1380,1080
560000.0,4,2.75,2930,22000,1.0,4,1580,1350
410000.0,4,2.25,2200,8292,2.0,3,2200,0
455000.0,3,2.5,1870,7344,1.0,3,1470,400
459500.0,4,2.5,2060,8968,1.0,4,1190,870
371000.0,4,1.75,1610,11305,1.0,3,1610,0
289500.0,3,2.25,2120,3400,2.0,3,2120,0
395000.0,3,3.5,1450,1263,2.0,3,1160,290
496752.0,2,1.0,1980,5000,1.0,4,1090,890
227000.0,2,1.0,860,6800,1.0,3,860,0
330000.0,3,1.75,1460,9261,1.0,3,1460,0
480000.0,5,2.0,2590,8610,1.0,4,1340,1250
290000.0,2,1.0,1120,217800,1.0,3,1120,0
281000.0,3,1.0,1340,21336,1.5,4,1340,0
705000.0,4,1.5,1780,3120,1.5,3,1780,0
1400000.0,4,2.5,2920,4000,1.5,5,1910,1010
485000.0,4,3.25,2820,6611,1.0,3,1410,1410
622000.0,3,2.25,1550,1919,3.0,3,1550,0
380000.0,3,2.25,1600,39848,1.0,4,1600,0
2125000.0,4,2.75,3190,19513,2.0,4,3190,0
561500.0,3,1.75,1960,6380,1.0,4,980,980
242000.0,3,1.0,970,9600,1.0,3,970,0
348500.0,3,1.5,1360,10726,1.0,4,1360,0
370000.0,3,1.5,1360,10726,1.0,4,1360,0
752000.0,6,3.75,3810,6663,2.0,4,3810,0
230000.0,3,1.75,1340,8250,1.0,3,1100,240
715000.0,3,2.25,1990,4977,3.0,3,1990,0
240415.0,3,1.75,1120,10187,1.0,3,1120,0
562000.0,4,1.75,2060,4080,1.5,3,1460,600
360000.0,3,1.5,1170,4080,1.0,5,1170,0
659950.0,3,2.5,1610,1246,2.0,3,1080,530
458500.0,3,2.0,1890,1599,2.0,3,1430,460
259950.0,2,2.0,1070,649,2.0,3,720,350
366000.0,3,1.75,1680,6108,1.0,3,1680,0
978000.0,4,2.75,2890,7821,2.0,3,2890,0
525000.0,2,1.0,1360,6120,1.0,3,1060,300
926300.0,3,1.5,1660,4800,2.0,3,1660,0
750000.0,2,1.0,1620,6120,1.0,3,1620,0
660000.0,2,1.0,960,6263,1.0,4,960,0
305000.0,4,1.75,1000,7200,1.5,4,1000,0
800000.0,2,2.5,2395,6143,1.0,3,2395,0
600000.0,4,1.75,3050,9440,1.0,3,1800,1250
435000.0,2,1.0,1120,88327,1.5,4,1120,0
1135000.0,4,3.25,2960,4296,2.0,3,2190,770
318000.0,3,2.25,1250,1017,3.0,3,1250,0
639000.0,4,2.0,1940,5000,1.0,4,980,960
453000.0,3,2.5,1750,3900,2.0,3,1750,0
800000.0,4,1.75,2150,9148,1.0,4,2150,0
437000.0,2,1.75,1500,6800,1.0,4,910,590
1150000.0,3,2.75,3230,75889,2.0,3,3230,0
490000.0,4,2.5,3000,8645,2.0,3,3000,0
499950.0,4,1.75,1520,7700,1.0,4,1520,0
160134.0,3,1.5,1190,10116,1.0,3,1190,0
191000.0,3,1.0,990,8255,1.0,3,990,0
221000.0,3,1.0,1250,7280,1.0,3,1250,0
352800.0,4,2.0,2080,6360,1.0,3,1330,750
350000.0,3,2.5,1640,10424,2.0,3,1640,0
458000.0,4,1.5,1550,3000,1.5,3,1350,200
359950.0,3,1.0,1290,189486,1.0,4,1290,0
1050000.0,3,3.0,3250,5093,2.0,3,3250,0
353000.0,3,1.75,1260,11775,1.0,5,1260,0
717550.0,3,3.5,2840,4468,3.0,3,2840,0
450000.0,3,2.25,1960,6500,2.0,4,1960,0
167500.0,3,1.0,760,3090,1.0,2,760,0
550000.0,3,1.75,2240,78225,2.0,5,2240,0
939000.0,4,2.25,2240,9684,2.0,4,2240,0
700000.0,3,1.75,1820,15570,1.0,3,1820,0
480000.0,4,3.5,3370,435600,2.0,3,3370,0
501000.0,3,1.0,1160,4360,1.0,4,1160,0
580000.0,3,2.25,1640,8625,1.0,3,1320,320
527550.0,1,0.75,820,59677,1.0,3,820,0
399000.0,4,2.5,2800,4687,2.0,3,2800,0
240000.0,3,1.75,1780,5000,1.5,3,1080,700
353000.0,4,2.75,2200,268329,1.0,3,1410,790
